"t / s";"CH1 / V";"CH2 / V";"f / Hz";"SP1 / dB";"SP2 / dB"
0,08852;0,016;0,040404;22.101,3;-60;-60
0,08854;0,01596;0,0381818;22.106,3;-60;-60
0,08856;0,016;0,0379798;22.111,3;-60;-60
0,08858;0,016;0,0345455;22.116,2;-60;-60
0,0886;0,01596;0,0292929;22.121,2;-60;-60
0,08862;0,01596;0,0232323;22.126,2;-60;-60
0,08864;0,016;0,0226263;22.131,2;-60;-60
0,08866;0,01596;0,0208081;22.136,2;-60;-60
0,08868;0,01596;0,0206061;22.141,2;-60;-60
0,0887;0,01596;0,020202;22.146,2;-60;-60
0,08872;0,01584;0,02;22.151,2;-60;-60
0,08874;0,01596;0,019596;22.156,2;-60;-60
0,08876;0,01588;0,0159596;22.161,2;-60;-60
0,08878;0,01596;0,0135354;22.166,2;-60;-60
0,0888;0,01592;0,00707071;22.171,2;-60;-60
0,08882;0,016;0,0020202;22.176,2;-60;-60
0,08884;0,01588;0,00040404;22.181,2;-60;-60
0,08886;0,01596;-0,00040404;22.186,2;-60;-60
0,08888;0,01592;-0,0010101;22.191,2;-60;-60
0,0889;0,01596;-0,00323232;22.196,1;-60;-60
0,08892;0,016;-0,00666667;22.201,1;-60;-60
0,08894;0,01588;-0,00868687;22.206,1;-60;-60
0,08896;0,0158;-0,0125253;22.211,1;-60;-60
0,08898;0,01592;-0,0173737;22.216,1;-60;-60
0,089;0,01584;-0,02;22.221,1;-60;-60
0,08902;0,01592;-0,019798;22.226,1;-60;-60
0,08904;0,0158;-0,0218182;22.231,1;-60;-60
0,08906;0,01592;-0,0238384;22.236,1;-60;-60
0,08908;0,01596;-0,0244444;22.241,1;-60;-60
0,0891;0,01588;-0,0276768;22.246,1;-60;-60
0,08912;0,01584;-0,030303;22.251,1;-60;-60
0,08914;0,0158;-0,0335354;22.256,1;-60;-60
0,08916;0,01596;-0,0365657;22.261,1;-60;-60
0,08918;0,01588;-0,0389899;22.266,1;-60;-60
0,0892;0,01576;-0,0420202;22.271;-60;-60
0,08922;0,01592;-0,0436364;22.276;-60;-60
0,08924;0,01592;-0,0460606;22.281;-60;-60
0,08926;0,01588;-0,049697;22.286;-60;-60
0,08928;0,01596;-0,0511111;22.291;-60;-60
0,0893;0,01596;-0,0559596;22.296;-60;-60
0,08932;0,01592;-0,0589899;22.301;-60;-60
0,08934;0,016;-0,0606061;22.306;-60;-60
0,08936;0,016;-0,0610101;22.311;-60;-60
0,08938;0,016;-0,0616162;22.316;-60;-60
0,0894;0,016;-0,0690909;22.321;-60;-60
0,08942;0,01592;-0,0725253;22.326;-60;-60
0,08944;0,016;-0,079596;22.331;-60;-60
0,08946;0,016;-0,0810101;22.336;-60;-60
0,08948;0,016;-0,0818182;22.341;-60;-60
0,0895;0,016;-0,0840404;22.346;-60;-60
0,08952;0,016;-0,089697;22.350,9;-60;-60
0,08954;0,016;-0,0977778;22.355,9;-60;-60
0,08956;0,016;-0,100606;22.360,9;-60;-60
0,08958;0,016;-0,10101;22.365,9;-60;-60
0,0896;0,01612;-0,101212;22.370,9;-60;-60
0,08962;0,016;-0,105051;22.375,9;-60;-60
0,08964;0,016;-0,111717;22.380,9;-60;-60
0,08966;0,01608;-0,11697;22.385,9;-60;-60
0,08968;0,01624;-0,120606;22.390,9;-60;-60
0,0897;0,0164;-0,121212;22.395,9;-60;-60
0,08972;0,01664;-0,122828;22.400,9;-60;-60
0,08974;0,01688;-0,128081;22.405,9;-60;-60
0,08976;0,01716;-0,13697;22.410,9;-60;-60
0,08978;0,01704;-0,140808;22.415,9;-60;-60
0,0898;0,01812;-0,141616;22.420,9;-60;-60
0,08982;0,0186;-0,142222;22.425,8;-60;-60
0,08984;0,01896;-0,147071;22.430,8;-60;-60
0,08986;0,01892;-0,153737;22.435,8;-60;-60
0,08988;0,01924;-0,160404;22.440,8;-60;-60
0,0899;0,01964;-0,161818;22.445,8;-60;-60
0,08992;0,01968;-0,165657;22.450,8;-60;-60
0,08994;0,0198;-0,171919;22.455,8;-60;-60
0,08996;0,0198;-0,179596;22.460,8;-60;-60
0,08998;0,01996;-0,181616;22.465,8;-60;-60
0,09;0,02008;-0,181818;22.470,8;-60;-60
0,09002;0,0202;-0,182222;22.475,8;-60;-60
0,09004;0,02048;-0,189899;22.480,8;-60;-60
0,09006;0,02096;-0,200606;22.485,8;-60;-60
0,09008;0,0214;-0,20202;22.490,8;-60;-60
0,0901;0,02204;-0,203838;22.495,8;-60;-60
0,09012;0,02264;-0,211919;22.500,7;-60;-60
0,09014;0,02316;-0,217576;22.505,7;-60;-60
0,09016;0,02352;-0,221818;22.510,7;-60;-60
0,09018;0,02388;-0,223838;22.515,7;-60;-60
0,0902;0,02388;-0,228687;22.520,7;-60;-60
0,09022;0,02412;-0,235556;22.525,7;-60;-60
0,09024;0,0242;-0,243232;22.530,7;-60;-60
0,09026;0,02484;-0,250303;22.535,7;-60;-60
0,09028;0,02516;-0,257172;22.540,7;-60;-60
0,0903;0,02592;-0,26202;22.545,7;-60;-60
0,09032;0,02648;-0,263232;22.550,7;-60;-60
0,09034;0,02708;-0,264646;22.555,7;-60;-60
0,09036;0,02732;-0,271515;22.560,7;-60;-60
0,09038;0,02776;-0,28;22.565,7;-60;-60
0,0904;0,028;-0,282828;22.570,7;-60;-60
0,09042;0,028;-0,285859;22.575,7;-60;-60
0,09044;0,028;-0,297576;22.580,6;-60;-60
0,09046;0,02808;-0,301818;22.585,6;-60;-60
0,09048;0,0284;-0,303434;22.590,6;-60;-60
0,0905;0,02888;-0,305657;22.595,6;-60;-60
0,09052;0,02912;-0,315152;22.600,6;-60;-60
0,09054;0,03012;-0,322222;22.605,6;-60;-60
0,09056;0,03068;-0,323636;22.610,6;-60;-60
0,09058;0,03112;-0,328283;22.615,6;-60;-60
0,0906;0,03168;-0,336364;22.620,6;-60;-60
0,09062;0,03188;-0,343232;22.625,6;-60;-60
0,09064;0,032;-0,343232;22.630,6;-60;-60
0,09066;0,032;-0,343636;22.635,6;-60;-60
0,09068;0,03208;-0,347677;22.640,6;-60;-60
0,0907;0,03212;-0,358586;22.645,6;-60;-60
0,09072;0,03268;-0,36303;22.650,6;-60;-60
0,09074;0,03316;-0,363838;22.655,5;-60;-60
0,09076;0,03392;-0,367879;22.660,5;-60;-60
0,09078;0,03508;-0,37899;22.665,5;-60;-60
0,0908;0,03532;-0,38303;22.670,5;-60;-60
0,09082;0,03584;-0,383838;22.675,5;-60;-60
0,09084;0,03608;-0,388687;22.680,5;-60;-60
0,09086;0,0362;-0,394949;22.685,5;-60;-60
0,09088;0,03656;-0,403838;22.690,5;-60;-60
0,0909;0,03724;-0,405253;22.695,5;-60;-60
0,09092;0,03808;-0,410101;22.700,5;-60;-60
0,09094;0,03916;-0,42101;22.705,5;-60;-60
0,09096;0,03964;-0,42404;22.710,5;-60;-60
0,09098;0,04024;-0,424848;22.715,5;-60;-60
0,091;0,04092;-0,427475;22.720,5;-60;-60
0,09102;0,04132;-0,436768;22.725,5;-60;-60
0,09104;0,04216;-0,443434;22.730,5;-60;-60
0,09106;0,04288;-0,444444;22.735,4;-60;-60
0,09108;0,04352;-0,446869;22.740,4;-60;-60
0,0911;0,04388;-0,453333;22.745,4;-60;-60
0,09112;0,04416;-0,462828;22.750,4;-60;-60
0,09114;0,04464;-0,465859;22.755,4;-60;-60
0,09116;0,0446;-0,468485;22.760,4;-60;-60
0,09118;0,04608;-0,474141;22.765,4;-60;-60
0,0912;0,04688;-0,481414;22.770,4;-60;-60
0,09122;0,04752;-0,484848;22.775,4;-60;-60
0,09124;0,04788;-0,486465;22.780,4;-60;-60
0,09126;0,048;-0,494141;22.785,4;-60;-60
0,09128;0,048;-0,503232;22.790,4;-60;-60
0,0913;0,04804;-0,504242;22.795,4;-60;-60
0,09132;0,04812;-0,506061;22.800,4;-60;-60
0,09134;0,04836;-0,505657;22.805,4;-60;-60
0,09136;0,04884;-0,509091;22.810,3;-60;-60
0,09138;0,04988;-0,513939;22.815,3;-60;-60
0,0914;0,05048;-0,52202;22.820,3;-60;-60
0,09142;0,051;-0,520606;22.825,3;-60;-60
0,09144;0,05168;-0,524646;22.830,3;-60;-60
0,09146;0,05172;-0,525859;22.835,3;-60;-60
0,09148;0,05196;-0,535152;22.840,3;-60;-60
0,0915;0,05216;-0,538586;22.845,3;-60;-60
0,09152;0,05224;-0,544848;22.850,3;-60;-60
0,09154;0,05252;-0,543636;22.855,3;-60;-60
0,09156;0,0528;-0,549697;22.860,3;-60;-60
0,09158;0,0534;-0,552727;22.865,3;-60;-60
0,0916;0,0542;-0,562222;22.870,3;-60;-60
0,09162;0,05444;-0,563434;22.875,3;-60;-60
0,09164;0,05476;-0,566667;22.880,3;-60;-60
0,09166;0,05536;-0,570707;22.885,2;-60;-60
0,09168;0,05516;-0,575556;22.890,2;-60;-60
0,0917;0,0554;-0,582424;22.895,2;-60;-60
0,09172;0,0558;-0,581616;22.900,2;-60;-60
0,09174;0,05588;-0,584444;22.905,2;-60;-60
0,09176;0,05604;-0,586263;22.910,2;-60;-60
0,09178;0,05592;-0,589293;22.915,2;-60;-60
0,0918;0,056;-0,591717;22.920,2;-60;-60
0,09182;0,0562;-0,597374;22.925,2;-60;-60
0,09184;0,05624;-0,600404;22.930,2;-60;-60
0,09186;0,0564;-0,60404;22.935,2;-60;-60
0,09188;0,05644;-0,605253;22.940,2;-60;-60
0,0919;0,05648;-0,607273;22.945,2;-60;-60
0,09192;0,05672;-0,613939;22.950,2;-60;-60
0,09194;0,05668;-0,617778;22.955,2;-60;-60
0,09196;0,05676;-0,621818;22.960,2;-60;-60
0,09198;0,05716;-0,624242;22.965,1;-60;-60
0,092;0,05744;-0,627475;22.970,1;-60;-60
0,09202;0,05692;-0,628889;22.975,1;-60;-60
0,09204;0,05776;-0,635354;22.980,1;-60;-60
0,09206;0,05744;-0,638384;22.985,1;-60;-60
0,09208;0,05772;-0,645051;22.990,1;-60;-60
0,0921;0,0574;-0,646061;22.995,1;-60;-60
0,09212;0,05756;-0,647475;23.000,1;-60;-60
0,09214;0,05756;-0,655152;23.005,1;-60;-60
0,09216;0,05744;-0,654343;23.010,1;-60;-60
0,09218;0,0576;-0,655556;23.015,1;-60;-60
0,0922;0,05744;-0,660404;23.020,1;-60;-60
0,09222;0,0574;-0,665051;23.025,1;-60;-60
0,09224;0,057;-0,665859;23.030,1;-60;-60
0,09226;0,05712;-0,667677;23.035,1;-60;-60
0,09228;0,05712;-0,669697;23.040;-60;-60
0,0923;0,05692;-0,671515;23.045;-60;-60
0,09232;0,05652;-0,678182;23.050;-60;-60
0,09234;0,05648;-0,682222;23.055;-60;-60
0,09236;0,05656;-0,68303;23.060;-60;-60
0,09238;0,0564;-0,684646;23.065;-60;-60
0,0924;0,05628;-0,688283;23.070;-60;-60
0,09242;0,05656;-0,692929;23.075;-60;-60
0,09244;0,05616;-0,7;23.080;-60;-60
0,09246;0,05596;-0,700808;23.085;-60;-60
0,09248;0,05604;-0,704646;23.090;-60;-60
0,0925;0,056;-0,707071;23.095;-60;-60
0,09252;0,05592;-0,707677;23.100;-60;-60
0,09254;0,05604;-0,710505;23.105;-60;-60
0,09256;0,05592;-0,71798;23.110;-60;-60
0,09258;0,05572;-0,72202;23.115;-60;-60
0,0926;0,0558;-0,726263;23.119,9;-60;-60
0,09262;0,05564;-0,727273;23.124,9;-60;-60
0,09264;0,0556;-0,727879;23.129,9;-60;-60
0,09266;0,05524;-0,729899;23.134,9;-60;-60
0,09268;0,05512;-0,733535;23.139,9;-60;-60
0,0927;0,05472;-0,74;23.144,9;-60;-60
0,09272;0,05476;-0,743636;23.149,9;-60;-60
0,09274;0,05384;-0,746869;23.154,9;-60;-60
0,09276;0,05328;-0,747273;23.159,9;-60;-60
0,09278;0,05344;-0,747273;23.164,9;-60;-60
0,0928;0,05288;-0,747677;23.169,9;-60;-60
0,09282;0,05264;-0,748283;23.174,9;-60;-60
0,09284;0,05248;-0,749091;23.179,9;-60;-60
0,09286;0,05224;-0,750909;23.184,9;-60;-60
0,09288;0,05212;-0,751515;23.189,9;-60;-60
0,0929;0,052;-0,754141;23.194,8;-60;-60
0,09292;0,05184;-0,754949;23.199,8;-60;-60
0,09294;0,05176;-0,76202;23.204,8;-60;-60
0,09296;0,05164;-0,763232;23.209,8;-60;-60
0,09298;0,0516;-0,764444;23.214,8;-60;-60
0,093;0,05136;-0,764848;23.219,8;-60;-60
0,09302;0,05104;-0,765657;23.224,8;-60;-60
0,09304;0,05028;-0,766869;23.229,8;-60;-60
0,09306;0,04972;-0,766667;23.234,8;-60;-60
0,09308;0,0492;-0,767475;23.239,8;-60;-60
0,0931;0,04884;-0,768081;23.244,8;-60;-60
0,09312;0,04884;-0,767677;23.249,8;-60;-60
0,09314;0,04816;-0,767677;23.254,8;-60;-60
0,09316;0,04804;-0,767879;23.259,8;-60;-60
0,09318;0,048;-0,768889;23.264,8;-60;-60
0,0932;0,04808;-0,768485;23.269,7;-60;-60
0,09322;0,048;-0,767879;23.274,7;-60;-60
0,09324;0,048;-0,770707;23.279,7;-60;-60
0,09326;0,04788;-0,770101;23.284,7;-60;-60
0,09328;0,04768;-0,770303;23.289,7;-60;-60
0,0933;0,04712;-0,773737;23.294,7;-60;-60
0,09332;0,046;-0,773737;23.299,7;-60;-60
0,09334;0,04572;-0,773333;23.304,7;-60;-60
0,09336;0,04472;-0,773131;23.309,7;-60;-60
0,09338;0,04448;-0,773939;23.314,7;-60;-60
0,0934;0,044;-0,772121;23.319,7;-60;-60
0,09342;0,04376;-0,77596;23.324,7;-60;-60
0,09344;0,04312;-0,775152;23.329,7;-60;-60
0,09346;0,04276;-0,775758;23.334,7;-60;-60
0,09348;0,04232;-0,78101;23.339,7;-60;-60
0,0935;0,04132;-0,781414;23.344,7;-60;-60
0,09352;0,04072;-0,780606;23.349,6;-60;-60
0,09354;0,04008;-0,780202;23.354,6;-60;-60
0,09356;0,04012;-0,779798;23.359,6;-60;-60
0,09358;0,03936;-0,779798;23.364,6;-60;-60
0,0936;0,0382;-0,781616;23.369,6;-60;-60
0,09362;0,03732;-0,782626;23.374,6;-60;-60
0,09364;0,0364;-0,781818;23.379,6;-60;-60
0,09366;0,03612;-0,78101;23.384,6;-60;-60
0,09368;0,03584;-0,78202;23.389,6;-60;-60
0,0937;0,03576;-0,78303;23.394,6;-60;-60
0,09372;0,03532;-0,784646;23.399,6;-60;-60
0,09374;0,03464;-0,784646;23.404,6;-60;-60
0,09376;0,0334;-0,784242;23.409,6;-60;-60
0,09378;0,03264;-0,78404;23.414,6;-60;-60
0,0938;0,03236;-0,783838;23.419,6;-60;-60
0,09382;0,03204;-0,784242;23.424,5;-60;-60
0,09384;0,032;-0,783232;23.429,5;-60;-60
0,09386;0,03196;-0,781616;23.434,5;-60;-60
0,09388;0,03184;-0,782828;23.439,5;-60;-60
0,0939;0,03184;-0,782222;23.444,5;-60;-60
0,09392;0,03076;-0,783636;23.449,5;-60;-60
0,09394;0,02948;-0,78404;23.454,5;-60;-60
0,09396;0,02944;-0,785859;23.459,5;-60;-60
0,09398;0,02856;-0,784646;23.464,5;-60;-60
0,094;0,0282;-0,78404;23.469,5;-60;-60
0,09402;0,028;-0,78303;23.474,5;-60;-60
0,09404;0,028;-0,782222;23.479,5;-60;-60
0,09406;0,028;-0,78101;23.484,5;-60;-60
0,09408;0,02768;-0,781616;23.489,5;-60;-60
0,0941;0,0268;-0,780404;23.494,5;-60;-60
0,09412;0,02636;-0,780202;23.499,5;-60;-60
0,09414;0,02512;-0,78303;23.504,4;-60;-60
0,09416;0,02432;-0,782828;23.509,4;-60;-60
0,09418;0,02408;-0,780808;23.514,4;-60;-60
0,0942;0,02392;-0,783434;23.519,4;-60;-60
0,09422;0,02376;-0,780808;23.524,4;-60;-60
0,09424;0,02304;-0,780404;23.529,4;-60;-60
0,09426;0,02268;-0,780808;23.534,4;-60;-60
0,09428;0,02148;-0,778586;23.539,4;-60;-60
0,0943;0,0204;-0,78;23.544,4;-60;-60
0,09432;0,02004;-0,78;23.549,4;-60;-60
0,09434;0,01992;-0,775556;23.554,4;-60;-60
0,09436;0,01984;-0,773939;23.559,4;-60;-60
0,09438;0,0194;-0,776162;23.564,4;-60;-60
0,0944;0,01896;-0,777778;23.569,4;-60;-60
0,09442;0,01804;-0,775556;23.574,4;-60;-60
0,09444;0,01728;-0,776162;23.579,3;-60;-60
0,09446;0,01652;-0,774141;23.584,3;-60;-60
0,09448;0,01616;-0,772727;23.589,3;-60;-60
0,0945;0,01608;-0,774141;23.594,3;-60;-60
0,09452;0,016;-0,771717;23.599,3;-60;-60
0,09454;0,016;-0,770505;23.604,3;-60;-60
0,09456;0,01576;-0,768687;23.609,3;-60;-60
0,09458;0,01572;-0,766869;23.614,3;-60;-60
0,0946;0,01508;-0,767677;23.619,3;-60;-60
0,09462;0,01432;-0,76404;23.624,3;-60;-60
0,09464;0,0134;-0,763838;23.629,3;-60;-60
0,09466;0,01276;-0,76;23.634,3;-60;-60
0,09468;0,0122;-0,75596;23.639,3;-60;-60
0,0947;0,01224;-0,756768;23.644,3;-60;-60
0,09472;0,012;-0,755354;23.649,3;-60;-60
0,09474;0,01204;-0,757172;23.654,2;-60;-60
0,09476;0,01196;-0,754747;23.659,2;-60;-60
0,09478;0,01188;-0,748081;23.664,2;-60;-60
0,0948;0,01164;-0,745051;23.669,2;-60;-60
0,09482;0,0106;-0,741616;23.674,2;-60;-60
0,09484;0,01052;-0,743232;23.679,2;-60;-60
0,09486;0,00928;-0,739596;23.684,2;-60;-60
0,09488;0,00888;-0,730303;23.689,2;-60;-60
0,0949;0,00844;-0,724444;23.694,2;-60;-60
0,09492;0,00796;-0,727273;23.699,2;-60;-60
0,09494;0,008;-0,728081;23.704,2;-60;-60
0,09496;0,0076;-0,718586;23.709,2;-60;-60
0,09498;0,0072;-0,711717;23.714,2;-60;-60
0,095;0,0068;-0,711313;23.719,2;-60;-60
0,09502;0,00596;-0,710909;23.724,2;-60;-60
0,09504;0,00544;-0,705455;23.729,2;-60;-60
0,09506;0,00468;-0,698182;23.734,1;-60;-60
0,09508;0,00444;-0,698586;23.739,1;-60;-60
0,0951;0,00416;-0,697172;23.744,1;-60;-60
0,09512;0,00416;-0,689495;23.749,1;-60;-60
0,09514;0,004;-0,688687;23.754,1;-60;-60
0,09516;0,00392;-0,685657;23.759,1;-60;-60
0,09518;0,00356;-0,677576;23.764,1;-60;-60
0,0952;0,00328;-0,675556;23.769,1;-60;-60
0,09522;0,00312;-0,674141;23.774,1;-60;-60
0,09524;0,0032;-0,670101;23.779,1;-60;-60
0,09526;0,00224;-0,665657;23.784,1;-60;-60
0,09528;0,00144;-0,664848;23.789,1;-60;-60
0,0953;0,00084;-0,660404;23.794,1;-60;-60
0,09532;0,00088;-0,652525;23.799,1;-60;-60
0,09534;0,00072;-0,648485;23.804,1;-60;-60
0,09536;0,0004;-0,645253;23.809;-60;-60
0,09538;0,00052;-0,639596;23.814;-60;-60
0,0954;0,00028;-0,631717;23.819;-60;-60
0,09542;0,00012;-0,628485;23.824;-60;-60
0,09544;8e-05;-0,624444;23.829;-60;-60
0,09546;4e-05;-0,622424;23.834;-60;-60
0,09548;0;-0,615758;23.839;-60;-60
0,0955;0;-0,610707;23.844;-60;-60
0,09552;4e-05;-0,606869;23.849;-60;-60
0,09554;-4e-05;-0,60404;23.854;-60;-60
0,09556;0;-0,596162;23.859;-60;-60
0,09558;-8e-05;-0,592121;23.864;-60;-60
0,0956;-4e-05;-0,587071;23.869;-60;-60
0,09562;-0,00012;-0,584848;23.874;-60;-60
0,09564;-4e-05;-0,583232;23.879;-60;-60
0,09566;-8e-05;-0,58;23.884;-60;-60
0,09568;-0,00028;-0,571515;23.888,9;-60;-60
0,0957;-0,00024;-0,566667;23.893,9;-60;-60
0,09572;-0,0004;-0,564242;23.898,9;-60;-60
0,09574;-0,00032;-0,557576;23.903,9;-60;-60
0,09576;-0,00104;-0,550505;23.908,9;-60;-60
0,09578;-0,00092;-0,545859;23.913,9;-60;-60
0,0958;-0,00076;-0,545253;23.918,9;-60;-60
0,09582;-0,001;-0,542424;23.923,9;-60;-60
0,09584;-0,00116;-0,532727;23.928,9;-60;-60
0,09586;-0,00104;-0,530101;23.933,9;-60;-60
0,09588;-0,00156;-0,526667;23.938,9;-60;-60
0,0959;-0,00184;-0,525253;23.943,9;-60;-60
0,09592;-0,0024;-0,523434;23.948,9;-60;-60
0,09594;-0,00196;-0,517576;23.953,9;-60;-60
0,09596;-0,00168;-0,509293;23.958,9;-60;-60
0,09598;-0,0018;-0,507475;23.963,8;-60;-60
0,096;-0,00244;-0,505253;23.968,8;-60;-60
0,09602;-0,00204;-0,50404;23.973,8;-60;-60
0,09604;-0,00232;-0,502424;23.978,8;-60;-60
0,09606;-0,00268;-0,496162;23.983,8;-60;-60
0,09608;-0,0028;-0,489697;23.988,8;-60;-60
0,0961;-0,00228;-0,485455;23.993,8;-60;-60
0,09612;-0,00296;-0,484242;23.998,8;-60;-60
0,09614;-0,00264;-0,477778;24.003,8;-60;-60
0,09616;-0,00284;-0,472121;24.008,8;-60;-60
0,09618;-0,00224;-0,465253;24.013,8;-60;-60
0,0962;-0,00328;-0,464242;24.018,8;-60;-60
0,09622;-0,0028;-0,461414;24.023,8;-60;-60
0,09624;-0,00324;-0,454949;24.028,8;-60;-60
0,09626;-0,0034;-0,448081;24.033,8;-60;-60
0,09628;-0,00316;-0,444444;24.038,7;-60;-60
0,0963;-0,00336;-0,443838;24.043,7;-60;-60
0,09632;-0,00372;-0,437576;24.048,7;-60;-60
0,09634;-0,00356;-0,430303;24.053,7;-60;-60
0,09636;-0,0034;-0,424646;24.058,7;-60;-60
0,09638;-0,00356;-0,423232;24.063,7;-60;-60
0,0964;-0,00352;-0,420808;24.068,7;-60;-60
0,09642;-0,00376;-0,411919;24.073,7;-60;-60
0,09644;-0,00372;-0,406263;24.078,7;-60;-60
0,09646;-0,00376;-0,40303;24.083,7;-60;-60
0,09648;-0,00396;-0,397374;24.088,7;-60;-60
0,0965;-0,00384;-0,388485;24.093,7;-60;-60
0,09652;-0,00388;-0,38404;24.098,7;-60;-60
0,09654;-0,004;-0,381818;24.103,7;-60;-60
0,09656;-0,00396;-0,376364;24.108,7;-60;-60
0,09658;-0,004;-0,367071;24.113,7;-60;-60
0,0966;-0,00396;-0,364242;24.118,6;-60;-60
0,09662;-0,00392;-0,362222;24.123,6;-60;-60
0,09664;-0,004;-0,356768;24.128,6;-60;-60
0,09666;-0,00396;-0,350505;24.133,6;-60;-60
0,09668;-0,004;-0,343636;24.138,6;-60;-60
0,0967;-0,00404;-0,343434;24.143,6;-60;-60
0,09672;-0,00404;-0,339192;24.148,6;-60;-60
0,09674;-0,00404;-0,332525;24.153,6;-60;-60
0,09676;-0,00404;-0,325051;24.158,6;-60;-60
0,09678;-0,00404;-0,322626;24.163,6;-60;-60
0,0968;-0,00408;-0,319192;24.168,6;-60;-60
0,09682;-0,004;-0,310707;24.173,6;-60;-60
0,09684;-0,00404;-0,30404;24.178,6;-60;-60
0,09686;-0,0042;-0,302626;24.183,6;-60;-60
0,09688;-0,00424;-0,299596;24.188,6;-60;-60
0,0969;-0,00416;-0,291111;24.193,5;-60;-60
0,09692;-0,00444;-0,283434;24.198,5;-60;-60
0,09694;-0,00444;-0,282626;24.203,5;-60;-60
0,09696;-0,00428;-0,278182;24.208,5;-60;-60
0,09698;-0,00444;-0,270707;24.213,5;-60;-60
0,097;-0,00464;-0,263434;24.218,5;-60;-60
0,09702;-0,00492;-0,262626;24.223,5;-60;-60
0,09704;-0,00492;-0,260606;24.228,5;-60;-60
0,09706;-0,00508;-0,256566;24.233,5;-60;-60
0,09708;-0,00508;-0,247879;24.238,5;-60;-60
0,0971;-0,00532;-0,24202;24.243,5;-60;-60
0,09712;-0,00536;-0,234949;24.248,5;-60;-60
0,09714;-0,00568;-0,228081;24.253,5;-60;-60
0,09716;-0,00556;-0,223636;24.258,5;-60;-60
0,09718;-0,00556;-0,221818;24.263,5;-60;-60
0,0972;-0,00552;-0,219192;24.268,5;-60;-60
0,09722;-0,00576;-0,211111;24.273,4;-60;-60
0,09724;-0,0058;-0,203636;24.278,4;-60;-60
0,09726;-0,0056;-0,202222;24.283,4;-60;-60
0,09728;-0,006;-0,200606;24.288,4;-60;-60
0,0973;-0,00612;-0,199192;24.293,4;-60;-60
0,09732;-0,00644;-0,192525;24.298,4;-60;-60
0,09734;-0,0064;-0,184848;24.303,4;-60;-60
0,09736;-0,00644;-0,18202;24.308,4;-60;-60
0,09738;-0,00636;-0,181414;24.313,4;-60;-60
0,0974;-0,00676;-0,180202;24.318,4;-60;-60
0,09742;-0,00632;-0,173737;24.323,4;-60;-60
0,09744;-0,00664;-0,163434;24.328,4;-60;-60
0,09746;-0,00656;-0,161818;24.333,4;-60;-60
0,09748;-0,0064;-0,159394;24.338,4;-60;-60
0,0975;-0,007;-0,152929;24.343,4;-60;-60
0,09752;-0,00712;-0,146667;24.348,3;-60;-60
0,09754;-0,007;-0,141414;24.353,3;-60;-60
0,09756;-0,00684;-0,141414;24.358,3;-60;-60
0,09758;-0,00684;-0,140404;24.363,3;-60;-60
0,0976;-0,00684;-0,132727;24.368,3;-60;-60
0,09762;-0,00704;-0,126667;24.373,3;-60;-60
0,09764;-0,00696;-0,121414;24.378,3;-60;-60
0,09766;-0,00712;-0,121212;24.383,3;-60;-60
0,09768;-0,00712;-0,118384;24.388,3;-60;-60
0,0977;-0,00708;-0,113535;24.393,3;-60;-60
0,09772;-0,00736;-0,107677;24.398,3;-60;-60
0,09774;-0,00756;-0,102828;24.403,3;-60;-60
0,09776;-0,00748;-0,101212;24.408,3;-60;-60
0,09778;-0,00772;-0,100808;24.413,3;-60;-60
0,0978;-0,0074;-0,0987879;24.418,3;-60;-60
0,09782;-0,00752;-0,0945455;24.423,2;-60;-60
0,09784;-0,00724;-0,0880808;24.428,2;-60;-60
0,09786;-0,00752;-0,0820202;24.433,2;-60;-60
0,09788;-0,00756;-0,0808081;24.438,2;-60;-60
0,0979;-0,00752;-0,079798;24.443,2;-60;-60
0,09792;-0,00748;-0,0763636;24.448,2;-60;-60
0,09794;-0,00768;-0,0674747;24.453,2;-60;-60
0,09796;-0,00764;-0,0630303;24.458,2;-60;-60
0,09798;-0,0076;-0,0610101;24.463,2;-60;-60
0,098;-0,00736;-0,060404;24.468,2;-60;-60
0,09802;-0,00764;-0,059798;24.473,2;-60;-60
0,09804;-0,00776;-0,0559596;24.478,2;-60;-60
0,09806;-0,00784;-0,0482828;24.483,2;-60;-60
0,09808;-0,00744;-0,0428283;24.488,2;-60;-60
0,0981;-0,00756;-0,0408081;24.493,2;-60;-60
0,09812;-0,0078;-0,0406061;24.498,2;-60;-60
0,09814;-0,0078;-0,040404;24.503,1;-60;-60
0,09816;-0,00792;-0,0389899;24.508,1;-60;-60
0,09818;-0,00768;-0,0367677;24.513,1;-60;-60
0,0982;-0,008;-0,0333333;24.518,1;-60;-60
0,09822;-0,00764;-0,0228283;24.523,1;-60;-60
0,09824;-0,00784;-0,0214141;24.528,1;-60;-60
0,09826;-0,00776;-0,0206061;24.533,1;-60;-60
0,09828;-0,00784;-0,020202;24.538,1;-60;-60
0,0983;-0,0076;-0,02;24.543,1;-60;-60
0,09832;-0,0078;-0,0191919;24.548,1;-60;-60
0,09834;-0,00776;-0,0167677;24.553,1;-60;-60
0,09836;-0,00764;-0,0131313;24.558,1;-60;-60
0,09838;-0,00784;-0,00565657;24.563,1;-60;-60
0,0984;-0,00768;-0,00424242;24.568,1;-60;-60
0,09842;-0,00772;-0,00343434;24.573,1;-60;-60
0,09844;-0,00772;-0,00181818;24.578;-60;-60
